"flnatureza";"nmprimeiro";"nmsegundo";"dscep";"dsdocumento"
1;"Luana";"Costa";"20251-350";"220.538.343-40"
1;"Vitória";"Lima";"91230-570";"672.304.237-91"
1;"Eduardo";"Carvalho";"72235-214";"710.014.050-13"
1;"Danilo";"Carvalho";"09812-260";"394.715.186-10"
1;"Eduardo";"Barros";"66816-690";"654.056.310-86"
2;"Alice";"Correia";"13085-155";"989.390.489-70"
2;"Breno";"Cardoso";"70845-550";"755.768.963-19"
1;"José";"Almeida";"60360-405";"464.657.898-09"
2;"Beatrice";"Pereira";"08051-033";"604.907.806-87"
1;"Julian";"Pinto";"39400-471";"810.478.508-77"
1;"Diogo";"Souza";"16404-015";"423.506.086-46"
2;"Isabela";"Gomes";"39400-119";"550.438.028-63"
2;"Sophia";"Cavalcanti";"68371-050";"518.038.563-60"
2;"Tânia";"Goncalves";"07140-280";"717.282.753-85"
1;"Gustavo";"Rocha";"66811-310";"893.314.976-79"
2;"Luan";"Gomes";"66652-080";"102.620.977-37"
1;"Antônio";"Sousa";"06852-475";"310.606.891-46"
1;"Estevan";"Barros";"94420-480";"394.438.538-17"
1;"Alex";"Pinto";"26530-020";"114.661.586-89"
1;"Rodrigo";"Alves";"75025-030";"322.392.372-10"
2;"Rodrigo";"Fernandes";"89057-610";"288.466.166-26"
1;"Renan";"Cavalcanti";"59115-710";"627.365.668-15"
2;"Kauã";"Barbosa";"77420-750";"635.539.267-08"
2;"Anna";"Melo";"82860-400";"869.558.337-66"
2;"Beatrice";"Pinto";"58071-360";"254.452.049-36"
2;"Melissa";"Melo";"31844-210";"377.123.041-14"
1;"Vitória";"Goncalves";"63050-760";"219.635.310-86"
2;"Renan";"Pinto";"02255-060";"847.747.894-53"
1;"Gabrielly";"Ferreira";"90035-075";"900.341.875-61"
1;"Kai";"Cunha";"13343-160";"629.178.140-98"
1;"Pedro";"Carvalho";"25710-270";"859.048.506-46"
1;"Vinicius";"Costa";"13216-854";"671.314.799-26"
1;"Kauan";"Costa";"91910-160";"454.211.624-78"
2;"André";"Pereira";"45603-160";"955.200.952-99"
2;"Letícia";"Lima";"15045-340";"785.874.917-09"
2;"Júlia";"Almeida";"08460-528";"512.044.676-09"
1;"Isabella";"Alves";"60766-590";"365.156.454-14"
2;"Ágatha";"Pinto";"14055-480";"926.485.227-19"
1;"Isabelle";"Fernandes";"29047-066";"753.603.845-30"
2;"Yasmin";"Melo";"14098-318";"723.594.509-56"
2;"Lucas";"Oliveira";"73340-211";"255.637.367-92"
1;"Mariana";"Ribeiro";"36025-530";"649.314.157-50"
1;"Victor";"Carvalho";"40810-060";"325.657.479-34"
2;"Isabella";"Lima";"17511-753";"114.227.905-76"
2;"Júlia";"Ribeiro";"18025-740";"146.769.383-90"
1;"Giovanna";"Sousa";"29910-020";"501.373.133-06"
1;"José";"Martins";"55298-510";"802.710.755-54"
1;"Pedro";"Rocha";"90560-005";"420.403.870-05"
1;"Yasmin";"Cardoso";"54715-170";"643.101.886-99"
1;"Luan";"Costa";"40715-730";"392.294.111-75"
1;"Camila";"Melo";"23820-770";"611.018.789-59"
2;"Rafaela";"Silva";"16023-110";"533.192.850-17"
1;"Raissa";"Melo";"38705-186";"839.561.779-83"
2;"Manuela";"Dias";"39800-139";"536.425.921-80"
2;"Arthur";"Castro";"89259-100";"296.276.709-52"
2;"Davi";"Cardoso";"75110-230";"848.257.066-81"
2;"Julieta";"Cardoso";"35024-790";"344.898.337-33"
2;"Laura";"Goncalves";"41225-270";"927.404.280-90"
2;"Victor";"Costa";"29168-362";"753.950.000-03"
2;"Luiz";"Castro";"96505-230";"694.677.046-33"
1;"Antônio";"Dias";"66920-340";"417.519.790-75"
1;"Rebeca";"Cardoso";"74475-063";"841.399.983-93"
1;"Enzo";"Oliveira";"13402-063";"365.262.449-12"
2;"Daniel";"Sousa";"59015-280";"622.412.318-78"
2;"José";"Oliveira";"29146-270";"162.701.552-31"
2;"Clara";"Martins";"26410-170";"972.211.295-33"
1;"Raissa";"Dias";"58028-857";"984.185.930-08"
1;"Matheus";"Melo";"69078-091";"977.530.830-58"
2;"Aline";"Goncalves";"60150-110";"951.054.225-38"
2;"Carla";"Barbosa";"86041-225";"282.653.082-80"
1;"Kaua";"Sousa";"58041-040";"635.761.675-36"
2;"Estevan";"Rodrigues";"28060-090";"423.474.076-43"
1;"Thiago";"Fernandes";"55020-202";"569.090.958-04"
1;"Igor";"Castro";"89804-221";"605.946.181-69"
1;"Rodrigo";"Almeida";"18020-226";"679.214.062-70"
2;"Carla";"Correia";"74884-621";"722.772.554-59"
1;"Breno";"Rodrigues";"25645-160";"709.855.012-43"
2;"Gabriel";"Martins";"89057-670";"999.854.263-47"
1;"Amanda";"Barbosa";"13030-200";"388.391.321-98"
2;"Miguel";"Santos";"89230-635";"423.871.440-74"
2;"Thiago";"Rocha";"11666-580";"179.151.254-27"
2;"Enzo";"Melo";"14065-680";"129.504.747-05"
1;"Maria";"Almeida";"03264-150";"543.303.523-97"
2;"Victor";"Goncalves";"58804-270";"263.900.188-43"
1;"Ana";"Costa";"21941-599";"262.284.792-02"
1;"Carolina";"Castro";"93332-270";"226.131.826-01"
2;"Rebeca";"Melo";"38307-090";"700.356.141-70"
2;"Alice";"Barros";"40260-080";"143.038.257-00"
2;"Rebeca";"Melo";"72210-551";"348.003.471-30"
2;"Beatrice";"Lima";"87710-510";"415.418.162-93"
1;"Nicolas";"Costa";"15995-020";"994.042.378-09"
1;"Caio";"Gomes";"35500-127";"787.982.069-82"
1;"Rodrigo";"Santos";"35171-220";"175.749.260-77"
2;"Luis";"Pinto";"75095-060";"328.240.651-76"
1;"Mateus";"Melo";"04750-040";"768.073.520-42"
1;"Diego";"Dias";"94850-810";"272.603.928-60"
2;"Miguel";"Cavalcanti";"24342-410";"164.560.197-88"
2;"Gabrielle";"Barbosa";"17025-240";"478.403.349-11"
1;"Isabelle";"Pereira";"89015-255";"148.404.790-70"
1;"Lucas";"Martins";"07095-200";"970.107.846-20"
1;"Fábio";"Lima";"03573-040";"687.694.848-05"
1;"Rebeca";"Costa";"86086-180";"307.695.280-31"
1;"Mariana";"Silva";"74986-090";"485.594.636-23"
1;"Erick";"Martins";"13972-226";"625.000.245-63"
1;"Carlos";"Barbosa";"75704-220";"727.083.414-80"
2;"Vitória";"Rocha";"82600-540";"175.981.196-35"
1;"Kai";"Souza";"13056-233";"166.694.121-26"
2;"Gabrielly";"Carvalho";"38406-253";"993.846.037-24"
2;"Vitória";"Alves";"12517-250";"913.375.503-53"
1;"Mariana";"Goncalves";"35030-670";"869.666.222-90"
1;"Luís";"Ribeiro";"79083-582";"789.599.874-92"
1;"Maria";"Martins";"28093-041";"973.577.363-50"
2;"Antônio";"Pereira";"81460-120";"994.107.431-33"
1;"Evelyn";"Dias";"13180-023";"632.635.316-54"
2;"Thiago";"Ribeiro";"13080-040";"107.990.944-39"
1;"Kauan";"Lima";"49047-090";"859.574.461-06"
1;"Giovana";"Fernandes";"49082-300";"588.671.195-32"
2;"Caio";"Gomes";"02812-000";"925.603.458-11"
1;"Mateus";"Barbosa";"86800-470";"649.753.126-20"
2;"Isabela";"Pereira";"91530-480";"271.544.590-34"
1;"Enzo";"Cunha";"56308-135";"512.161.697-05"
2;"Antônio";"Barros";"85804-290";"711.643.692-88"
2;"Beatrice";"Silva";"28035-044";"466.643.679-04"
2;"Carlos";"Cunha";"51130-115";"218.890.987-95"
2;"Gabrielly";"Ferreira";"66077-061";"525.995.731-81"
2;"Luan";"Martins";"35501-304";"665.632.449-55"
2;"Kauan";"Goncalves";"16400-631";"513.589.998-72"
1;"Guilherme";"Ribeiro";"54720-480";"655.223.839-84"
1;"Julia";"Santos";"91450-000";"713.661.747-20"
2;"Leila";"Araujo";"79002-185";"469.808.759-73"
2;"Sarah";"Silva";"01031-000";"918.723.154-96"
1;"Kauan";"Barros";"24710-140";"624.128.091-00"
2;"Vitór";"Cardoso";"09780-001";"112.645.898-83"
2;"Diego";"Ribeiro";"78120-285";"409.176.326-05"
1;"Ryan";"Barros";"71640-075";"604.105.243-44"
1;"Mariana";"Souza";"03929-050";"923.847.976-38"
2;"João";"Cavalcanti";"77006-036";"187.613.490-97"
2;"Kauã";"Carvalho";"29313-237";"103.856.052-77"
2;"Carla";"Rocha";"45658-370";"619.308.752-40"
2;"Danilo";"Silva";"03801-090";"827.384.347-54"
1;"Clara";"Carvalho";"06680-000";"272.901.664-34"
2;"Alex";"Azevedo";"19800-002";"187.789.896-12"
2;"Alice";"Gomes";"37012-120";"770.299.833-43"
1;"Victor";"Goncalves";"50980-490";"958.531.390-10"
1;"Gabrielly";"Melo";"23535-330";"609.997.544-67"
2;"Carlos";"Correia";"13484-070";"156.708.984-43"
2;"Davi";"Goncalves";"12220-590";"548.526.535-93"
2;"Sofia";"Oliveira";"60734-830";"698.785.875-68"
2;"Leila";"Araujo";"93037-540";"314.201.403-96"
1;"Julieta";"Araujo";"77807-130";"739.520.917-66"
2;"Kai";"Dias";"12440-420";"981.064.269-55"
2;"Brenda";"Cavalcanti";"40221-275";"775.266.422-77"
1;"Martim";"Sousa";"09163-130";"426.624.430-49"
2;"Beatrice";"Ferreira";"04124-070";"551.530.026-24"
2;"Kauã";"Cavalcanti";"50730-300";"809.193.895-03"
2;"Luan";"Oliveira";"74884-590";"275.396.966-30"
1;"Felipe";"Rocha";"19042-484";"593.018.032-67"
2;"Eduarda";"Sousa";"45205-500";"717.570.948-06"
1;"Aline";"Santos";"22750-090";"123.300.069-18"
1;"Daniel";"Ribeiro";"81250-510";"674.284.267-90"
1;"Ryan";"Barros";"30430-750";"141.421.386-77"
2;"Martim";"Cavalcanti";"33925-400";"294.034.951-70"
1;"Rafaela";"Araujo";"60351-201";"847.502.181-62"
2;"Sophia";"Costa";"50680-265";"557.152.091-45"
1;"José";"Silva";"08062-650";"684.358.671-61"
2;"Otávio";"Barros";"07178-580";"295.898.617-92"
2;"Antônio";"Gomes";"74354-618";"311.693.645-51"
1;"Aline";"Cardoso";"93548-190";"457.057.918-36"
1;"Vinicius";"Cardoso";"41185-000";"371.313.938-51"
2;"Sarah";"Correia";"12082-200";"905.984.805-52"
1;"Raissa";"Pereira";"12052-220";"267.658.577-02"
1;"Ana";"Cavalcanti";"74987-610";"177.665.373-46"
1;"Gabrielly";"Souza";"74830-250";"571.070.507-10"
1;"Luis";"Rodrigues";"40240-515";"776.711.415-50"
2;"Lara";"Pereira";"74495-730";"890.461.560-79"
2;"Martim";"Martins";"91050-120";"104.774.183-09"
2;"Sophia";"Cunha";"06539-220";"398.499.509-19"
2;"Pedro";"Santos";"13482-486";"907.815.037-87"
2;"Luiza";"Santos";"06170-190";"110.355.491-31"
1;"Giovanna";"Santos";"88066-366";"894.543.051-23"
2;"Enzo";"Ferreira";"65071-135";"916.608.801-14"
1;"Rebeca";"Cavalcanti";"13564-350";"918.609.639-78"
2;"Cauã";"Barros";"09350-375";"916.451.582-68"
2;"Luiz";"Cardoso";"18202-510";"888.236.965-00"
2;"Antônio";"Oliveira";"13172-672";"672.527.703-97"
2;"Tiago";"Goncalves";"24435-060";"203.747.731-73"
1;"Beatriz";"Costa";"22641-560";"947.680.525-09"
1;"Leonardo";"Rodrigues";"69070-200";"984.515.888-91"
1;"Caio";"Carvalho";"40335-200";"736.925.023-70"
2;"Marcos";"Souza";"27516-040";"850.646.133-26"
1;"Anna";"Cavalcanti";"37901-548";"460.408.457-24"
2;"Kai";"Cardoso";"89040-370";"447.211.613-87"
2;"Aline";"Dias";"13253-671";"222.973.743-05"
2;"Clara";"Melo";"72237-410";"436.234.806-90"
2;"Isabela";"Souza";"88801-210";"779.332.507-93"
2;"Rafaela";"Pinto";"73035-076";"534.561.206-48"
2;"Caio";"Barbosa";"90830-550";"480.342.469-13"
1;"Thiago";"Carvalho";"29302-844";"613.043.376-00"
1;"Isabela";"Ferreira";"16201-172";"723.022.739-90"
2;"Estevan";"Sousa";"26470-220";"193.644.790-84"
1;"Matilde";"Rodrigues";"50630-770";"473.048.446-04"
1;"Miguel";"Rocha";"61656-310";"363.641.427-53"
1;"Kauê";"Cardoso";"18608-028";"151.847.194-31"
1;"Lavinia";"Rocha";"18605-566";"925.703.880-76"
1;"Kai";"Pereira";"69038-288";"528.075.844-20"
1;"Tânia";"Araujo";"22081-010";"815.093.339-59"
2;"Isabelle";"Cunha";"07860-260";"580.690.909-36"
2;"Aline";"Alves";"66075-006";"971.429.970-52"
2;"Carlos";"Ribeiro";"77807-240";"332.697.806-56"
2;"Kauan";"Gomes";"15050-350";"933.399.372-06"
2;"Julian";"Ferreira";"13051-092";"205.735.043-69"
2;"Sarah";"Almeida";"95096-771";"135.014.102-04"
2;"Tânia";"Lima";"72546-204";"852.483.721-78"
1;"Nicolas";"Azevedo";"05795-190";"796.510.524-14"
1;"Aline";"Lima";"08625-050";"509.507.656-00"
1;"Giovana";"Cardoso";"71881-521";"194.135.281-28"
1;"Vinicius";"Sousa";"97090-530";"223.488.989-85"
1;"Ana";"Sousa";"13567-140";"362.327.770-34"
2;"Raissa";"Azevedo";"40436-510";"581.873.112-07"
1;"Douglas";"Carvalho";"33809-045";"420.490.524-21"
2;"Tânia";"Ribeiro";"74924-635";"457.939.570-06"
1;"Vitor";"Sousa";"70353-070";"834.665.936-97"
1;"Fernanda";"Rodrigues";"36773-097";"833.099.221-70"
1;"Eduardo";"Cardoso";"72860-262";"795.657.138-31"
2;"Samuel";"Cavalcanti";"72544-407";"404.385.236-36"
2;"Lara";"Costa";"29162-013";"517.660.643-70"
2;"Otávio";"Goncalves";"71015-028";"296.690.975-76"
1;"Laura";"Barros";"14405-029";"131.599.681-20"
2;"André";"Ferreira";"06784-060";"450.152.657-27"
1;"Mateus";"Rodrigues";"74911-140";"695.596.595-61"
2;"Guilherme";"Cavalcanti";"26160-280";"579.632.222-24"
1;"Isabelle";"Pereira";"27336-090";"423.036.690-65"
1;"Letícia";"Gomes";"26251-270";"176.260.660-73"
2;"Anna";"Cunha";"78085-265";"964.387.193-23"
2;"Melissa";"Ferreira";"74473-784";"306.181.532-50"
1;"José";"Fernandes";"45608-140";"904.021.126-44"
1;"Isabelle";"Rocha";"54715-130";"975.089.501-00"
2;"Marisa";"Cardoso";"22765-842";"967.939.486-79"
1;"Erick";"Silva";"17210-410";"647.562.461-68"
1;"Gabriela";"Costa";"12071-205";"700.776.626-95"
1;"Murilo";"Melo";"27950-570";"954.661.357-63"
1;"Kai";"Fernandes";"57057-580";"763.773.646-60"
1;"Rafael";"Araujo";"71825-226";"224.970.073-73"
2;"Emilly";"Alves";"22743-050";"591.366.223-70"
2;"Danilo";"Carvalho";"07863-300";"163.278.914-03"
2;"Julia";"Barbosa";"88037-315";"250.450.821-24"
2;"Emily";"Correia";"69048-040";"316.792.170-62"
2;"Emilly";"Rocha";"40335-645";"685.516.840-00"
1;"Julia";"Sousa";"70658-330";"969.694.084-00"
2;"Igor";"Rodrigues";"79600-130";"891.868.720-60"
1;"Tomás";"Rocha";"78028-301";"514.362.171-21"
1;"Diogo";"Santos";"60346-490";"248.527.771-01"
2;"Luana";"Dias";"03622-090";"861.439.749-69"
1;"Julieta";"Barbosa";"64052-100";"110.912.110-51"
1;"Leonardo";"Carvalho";"02878-100";"125.059.621-11"
1;"Guilherme";"Azevedo";"08674-011";"531.645.317-45"
2;"Carlos";"Castro";"08115-011";"264.189.182-40"
1;"João";"Cavalcanti";"78903-031";"258.320.937-04"
2;"Camila";"Ribeiro";"60841-090";"360.530.303-09"
2;"Gabriel";"Carvalho";"72860-442";"478.710.341-54"
1;"Evelyn";"Carvalho";"36080-370";"518.255.190-80"
1;"Luana";"Santos";"57607-090";"710.117.379-90"
2;"Miguel";"Rodrigues";"37002-260";"853.112.436-00"
2;"Rafaela";"Alves";"18708-010";"448.480.804-87"
2;"Nicolas";"Oliveira";"12308-240";"802.381.976-38"
2;"Gabriel";"Melo";"12332-500";"341.579.941-75"
1;"Aline";"Pinto";"12237-720";"703.945.962-00"
1;"Júlio";"Costa";"53630-259";"112.042.753-35"
1;"Cauã";"Sousa";"71540-070";"876.182.546-80"
2;"Vitória";"Pinto";"54325-030";"549.455.940-82"
1;"Vitória";"Fernandes";"07179-503";"963.245.935-09"
2;"Thaís";"Santos";"12430-440";"326.815.821-80"
2;"Júlio";"Cavalcanti";"97040-130";"817.352.221-94"
1;"Fábio";"Martins";"26110-040";"691.385.822-10"
2;"Erick";"Martins";"61600-100";"121.586.080-30"
1;"Vinícius";"Carvalho";"35170-218";"207.071.677-52"
1;"Marcos";"Cavalcanti";"66825-100";"193.072.603-11"
1;"Kauã";"Costa";"88103-660";"511.763.883-20"
2;"Otávio";"Ribeiro";"17032-020";"749.484.993-90"
2;"Brenda";"Carvalho";"13310-319";"510.528.552-29"
1;"Sarah";"Silva";"22290-175";"522.684.186-85"
2;"Otávio";"Carvalho";"21535-530";"673.236.040-01"
2;"Manuela";"Rocha";"66060-440";"492.538.216-04"
2;"Samuel";"Almeida";"04863-340";"139.766.588-20"
2;"Victor";"Rodrigues";"15077-000";"325.378.034-18"
2;"Isabela";"Costa";"35170-231";"964.329.332-77"
2;"Rafaela";"Cardoso";"09185-480";"487.785.123-28"
1;"Giovanna";"Fernandes";"26341-480";"143.316.407-87"
2;"Tânia";"Lima";"40286-130";"353.851.004-04"
1;"Sophia";"Cardoso";"06803-080";"811.633.176-08"
1;"Luiz";"Rodrigues";"25045-490";"598.195.567-83"
2;"Leila";"Azevedo";"96400-620";"989.948.480-61"
1;"Livia";"Dias";"72640-305";"657.244.773-19"
2;"Estevan";"Souza";"93285-650";"831.732.348-04"
1;"André";"Cunha";"09624-090";"986.097.622-89"
1;"Matilde";"Rodrigues";"55641-280";"701.403.318-24"
2;"Leonardo";"Costa";"85905-130";"717.810.368-02"
2;"Joao";"Santos";"84270-300";"553.720.889-07"
2;"Ryan";"Lima";"78715-608";"790.222.043-40"
2;"Sofia";"Rocha";"69095-190";"149.773.025-24"
2;"Thaís";"Pereira";"29142-362";"152.643.745-70"
1;"Eduardo";"Fernandes";"16400-529";"154.427.891-86"
2;"Mateus";"Ferreira";"13183-714";"283.400.268-10"
2;"Isabela";"Pinto";"37044-370";"157.237.589-26"
1;"Kaua";"Cardoso";"74780-150";"863.806.522-13"
1;"Marcos";"Almeida";"72871-001";"614.184.852-41"
1;"Alex";"Alves";"14062-076";"791.127.196-84"
1;"Julieta";"Souza";"04415-040";"710.935.082-72"
1;"Kauê";"Sousa";"13220-282";"102.366.580-85"
2;"Bruna";"Castro";"21535-575";"195.821.046-35"
1;"Diogo";"Gomes";"79009-271";"460.129.750-82"
2;"Daniel";"Araujo";"12321-750";"169.891.744-98"
1;"Kai";"Sousa";"70670-301";"756.120.462-00"
1;"Matheus";"Gomes";"79005-110";"434.946.596-05"
2;"Gabrielly";"Pereira";"26380-340";"378.107.637-76"
2;"Mariana";"Cunha";"25525-281";"938.293.162-75"
2;"Vitoria";"Souza";"13601-170";"863.130.854-42"
2;"Beatriz";"Melo";"64078-390";"516.181.469-12"
2;"Miguel";"Barbosa";"89055-490";"709.584.484-42"
2;"Aline";"Cardoso";"52120-041";"963.320.329-52"
2;"Isabella";"Sousa";"77440-150";"313.902.445-20"
2;"André";"Martins";"32530-370";"483.000.008-28"
2;"Vinícius";"Barbosa";"12308-390";"217.649.232-35"
1;"Melissa";"Ferreira";"13171-480";"590.734.055-05"
1;"Carla";"Ribeiro";"57057-590";"771.960.975-13"
2;"Breno";"Alves";"11704-465";"677.610.255-41"
1;"Daniel";"Oliveira";"97544-320";"103.395.386-51"
1;"Beatrice";"Goncalves";"29165-550";"686.577.292-02"
2;"Beatriz";"Sousa";"19063-720";"398.163.382-20"
1;"Laura";"Costa";"06636-060";"422.069.138-36"
1;"Larissa";"Pereira";"18408-330";"562.227.569-56"
1;"Leila";"Sousa";"17027-648";"540.165.307-76"
1;"Camila";"Cunha";"41110-070";"588.148.298-02"
1;"Bianca";"Ferreira";"07096-080";"808.006.359-14"
2;"Lucas";"Costa";"35300-009";"928.598.262-03"
1;"Daniel";"Dias";"41706-280";"278.382.290-30"
2;"Camila";"Rodrigues";"70853-500";"953.033.822-81"
2;"João";"Dias";"04897-260";"375.686.764-12"
1;"Beatrice";"Alves";"17050-567";"227.024.114-28"
1;"Daniel";"Goncalves";"29177-630";"810.060.772-94"
2;"Alex";"Costa";"36302-350";"693.829.302-30"
2;"Sarah";"Martins";"58071-370";"474.201.520-71"
2;"Gabrielly";"Fernandes";"60430-420";"418.261.796-74"
2;"Julieta";"Cunha";"27210-430";"910.900.851-92"
2;"Murilo";"Barros";"53280-210";"489.948.156-00"
1;"Anna";"Cardoso";"21515-460";"781.155.510-74"
2;"Sofia";"Gomes";"74945-410";"395.527.548-52"
2;"Leonardo";"Goncalves";"13035-630";"320.310.247-10"
2;"Eduarda";"Rocha";"35012-270";"316.673.945-92"
1;"Bruno";"Alves";"69082-530";"518.488.949-37"
2;"Pedro";"Melo";"68371-120";"468.862.009-84"
2;"Kaua";"Gomes";"17507-480";"305.876.663-74"
2;"Vitor";"Almeida";"83308-300";"712.127.556-26"
1;"Carlos";"Oliveira";"88818-188";"788.888.836-49"
1;"Livia";"Rodrigues";"40720-400";"292.209.335-27"
1;"Luiz";"Gomes";"80240-040";"488.479.989-56"
1;"Matilde";"Alves";"33105-270";"722.853.949-42"
1;"Giovanna";"Lima";"02943-010";"695.879.547-42"
2;"Rebeca";"Melo";"64025-010";"492.062.703-38"
1;"Daniel";"Azevedo";"74987-794";"901.231.234-53"
2;"Sofia";"Costa";"04186-210";"981.482.388-04"
2;"Marisa";"Rocha";"06715-795";"652.183.968-34"
2;"Marcos";"Goncalves";"57060-680";"113.352.284-03"
1;"Bianca";"Almeida";"58106-643";"767.218.515-20"
1;"Thiago";"Rodrigues";"19060-300";"457.546.904-10"
1;"Joao";"Cunha";"88521-290";"129.883.942-45"
2;"Luiza";"Goncalves";"59074-811";"745.729.219-54"
1;"Mariana";"Alves";"58109-143";"291.442.350-03"
2;"Larissa";"Azevedo";"25264-120";"688.999.052-82"
2;"Daniel";"Ribeiro";"13086-140";"248.405.116-67"
2;"Victor";"Souza";"41515-260";"842.033.993-86"
2;"Sarah";"Dias";"08743-280";"706.015.722-03"
2;"Tomás";"Castro";"78931-590";"269.949.434-88"
2;"Júlio";"Almeida";"85868-000";"534.118.360-67"
1;"Paulo";"Azevedo";"87506-355";"367.166.808-37"
1;"Larissa";"Dias";"67105-580";"601.004.888-54"
2;"Vitór";"Santos";"07194-050";"689.310.843-58"
1;"Isabela";"Correia";"08577-210";"716.325.597-73"
1;"Martim";"Sousa";"21011-340";"458.194.609-36"
2;"Nicole";"Ferreira";"69035-368";"943.293.286-90"
2;"João";"Barros";"05652-080";"380.986.955-49"
2;"Alex";"Lima";"97015-610";"772.291.702-06"
2;"Sophia";"Azevedo";"74925-600";"427.764.686-79"
1;"Estevan";"Alves";"22770-150";"413.746.835-40"
1;"Emilly";"Barbosa";"88802-440";"510.856.274-89"
1;"Carolina";"Araujo";"08430-620";"584.145.113-84"
1;"Vitória";"Carvalho";"69080-290";"731.448.163-61"
2;"Matilde";"Ribeiro";"06866-540";"975.661.259-23"
1;"Felipe";"Carvalho";"51240-570";"655.074.987-50"
1;"Nicolas";"Alves";"26033-030";"425.109.242-22"
1;"Sarah";"Cunha";"29106-570";"373.839.987-90"
1;"Emily";"Goncalves";"03973-015";"924.075.080-09"
2;"Yasmin";"Alves";"83307-170";"298.934.408-07"
1;"Estevan";"Santos";"44042-460";"461.263.234-67"
2;"Lara";"Melo";"29052-720";"357.277.217-68"
1;"Rebeca";"Barros";"66610-415";"881.032.336-09"
1;"Ana";"Carvalho";"70856-540";"603.771.784-20"
1;"Caio";"Azevedo";"13070-071";"171.933.553-25"
2;"Mariana";"Azevedo";"02343-040";"925.053.022-60"
1;"Emily";"Goncalves";"40300-445";"157.533.928-57"
1;"Ágatha";"Castro";"38414-020";"138.205.270-79"
1;"Eduardo";"Azevedo";"07175-010";"235.538.993-44"
2;"Camila";"Goncalves";"45995-023";"558.175.853-08"
2;"Isabelle";"Ribeiro";"78058-382";"184.284.115-73"
1;"José";"Goncalves";"91510-311";"537.927.270-30"
2;"Danilo";"Castro";"84064-390";"140.034.006-31"
2;"Luis";"Cardoso";"78050-502";"770.538.391-84"
1;"Igor";"Dias";"19906-045";"215.324.363-78"
1;"Daniel";"Silva";"72856-523";"610.285.215-02"
1;"Emilly";"Martins";"25561-400";"302.582.698-39"
1;"André";"Castro";"13172-500";"278.129.372-59"
1;"Vitór";"Santos";"05894-460";"773.922.367-09"
1;"Felipe";"Ferreira";"74425-420";"684.232.931-06"
1;"Lavinia";"Gomes";"17057-401";"241.741.808-81"
1;"Gabrielle";"Cardoso";"17026-823";"757.091.908-45"
2;"Giovanna";"Azevedo";"07022-080";"176.061.891-88"
2;"Luana";"Castro";"93056-040";"281.196.893-80"
2;"Antônio";"Santos";"18402-330";"194.255.296-39"
1;"Júlia";"Souza";"07944-140";"599.519.141-10"
1;"Luiza";"Santos";"45998-250";"665.846.011-61"
2;"Carla";"Lima";"89232-600";"426.738.937-33"
1;"Sofia";"Castro";"26554-360";"761.845.730-12"
2;"Davi";"Alves";"36026-390";"342.490.229-27"
2;"Letícia";"Cardoso";"06722-385";"926.213.417-72"
1;"Tiago";"Correia";"12945-190";"519.056.139-97"
1;"Miguel";"Fernandes";"88702-395";"808.067.731-03"
2;"Brenda";"Melo";"65085-072";"422.190.203-55"
2;"Diogo";"Pinto";"75905-380";"864.701.952-02"
2;"Renan";"Castro";"39401-720";"228.121.952-66"
1;"Alex";"Martins";"02979-180";"515.817.082-70"
1;"Eduardo";"Melo";"58045-450";"519.903.407-33"
2;"Letícia";"Martins";"54080-131";"270.084.545-54"
1;"Evelyn";"Pereira";"66115-650";"290.523.151-32"
2;"Júlia";"Costa";"32141-096";"191.523.157-46"
2;"Vitoria";"Lima";"49092-380";"141.588.720-90"
1;"Letícia";"Azevedo";"66913-620";"437.010.725-31"
1;"Vinicius";"Pereira";"12243-600";"883.392.693-13"
2;"Rafael";"Correia";"77064-722";"751.345.960-69"
1;"Giovanna";"Dias";"13606-836";"852.244.033-67"
2;"Lavinia";"Lima";"74433-090";"838.315.138-13"
1;"Felipe";"Silva";"38703-714";"867.887.169-51"
1;"Rebeca";"Cavalcanti";"02975-110";"131.034.601-12"
1;"André";"Martins";"18703-580";"604.985.887-00"
2;"Ana";"Barros";"88311-300";"763.230.723-00"
1;"Erick";"Santos";"33933-700";"117.738.142-73"
2;"Tiago";"Rodrigues";"23028-140";"147.596.484-61"
2;"Letícia";"Sousa";"48020-600";"997.697.632-17"
1;"Melissa";"Fernandes";"89037-724";"432.533.971-06"
